dataset,parent,child,type,model,justification
LLMs4OL_SchemaOrg_SUB,organization,zoo,is_a,google/gemma-4-31b-it,"A zoo is a type of organization (specifically a business or non-profit entity) that manages animals and staff, fitting the definition of a proper subsumption."
LLMs4OL_SchemaOrg_SUB,organization,broadcastservice,other_related,google/gemma-4-31b-it,"A broadcast service is a function or offering provided by a broadcasting organization, but the service itself is not a type of organization."
LLMs4OL_SchemaOrg_SUB,organization,governmentbuilding,located_in,google/gemma-4-31b-it,"A government building is a physical structure used by an organization, not a type of organization itself."
LLMs4OL_SchemaOrg_SUB,place,pharmacy,is_a,google/gemma-4-31b-it,"A pharmacy is a specific type of place, meaning every instance of a pharmacy is necessarily an instance of a place."
LLMs4OL_SchemaOrg_SUB,place,zoo,is_a,google/gemma-4-31b-it,"A zoo is a specific type of place, meaning every instance of a zoo is necessarily an instance of a place."
LLMs4OL_SchemaOrg_SUB,place,civicstructure,is_a,google/gemma-4-31b-it,"A civic structure is a specific type of place, just as a bakery or a gym is a type of place."
LLMs4OL_SchemaOrg_SUB,place,taxiservice,other_related,google/gemma-4-31b-it,"A taxi service is a business activity or service that may operate from a location, but it is not a type of physical place."
LLMs4OL_SchemaOrg_SUB,place,"medicalorganization (medicalorganization, researchorganization)",located_in,google/gemma-4-31b-it,"A medical organization is an entity (organization) that may operate out of a physical location, but it is not a type of place itself."
LLMs4OL_SchemaOrg_SUB,place,busorcoach,located_in,google/gemma-4-31b-it,"A bus or coach is a vehicle that can be located in a place, but it is not a type of place, nor is it a component of one."
LLMs4OL_SchemaOrg_SUB,place,organization,located_in,google/gemma-4-31b-it,"An organization is not a type of place, but rather an entity that is typically situated at or occupies a place."
LLMs4OL_SchemaOrg_SUB,place,governmentbuilding,is_a,google/gemma-4-31b-it,"Every government building is, by definition, a type of place."
LLMs4OL_SchemaOrg_SUB,entertainmentbusiness,zoo,is_a,google/gemma-4-31b-it,"A zoo is a specific type of entertainment business, as every zoo functions as a business providing entertainment/education to the public."
LLMs4OL_SchemaOrg_SUB,medicalintangible,therapeuticprocedure,other_related,google/gemma-4-31b-it,"A therapeutic procedure is a concrete action or process performed on a patient, whereas a medical intangible refers to non-physical entities (like codes or concepts), making the ""is-a"" claim logically incorrect."
LLMs4OL_SchemaOrg_SUB,medicalintangible,medicaltherapy,other_related,google/gemma-4-31b-it,"A medical therapy is a type of procedure or intervention (an action), whereas a medical intangible refers to non-physical entities like codes or concepts, making the ""is-a"" claim conceptually incorrect."
LLMs4OL_SchemaOrg_SUB,civicstructure,tenniscomplex,other_related,google/gemma-4-31b-it,"A tennis complex is a specific type of facility that may be owned or operated by a municipality as a civic structure, but it is not inherently a kind of civic structure by definition."
LLMs4OL_SchemaOrg_SUB,civicstructure,governmentbuilding,is_a,google/gemma-4-31b-it,"Every government building is, by definition, a type of civic structure."
LLMs4OL_SchemaOrg_SUB,event,bookmarkaction,is_a,google/gemma-4-31b-it,"A bookmark action is a specific type of event (an occurrence or activity), meaning every instance of a bookmark action is also an instance of an event."
LLMs4OL_SchemaOrg_SUB,event,authorizeaction,is_a,google/gemma-4-31b-it,"An action that authorizes something is a specific type of event (an occurrence in time), making it a proper subsumption."
LLMs4OL_SchemaOrg_SUB,event,takeaction,is_a,google/gemma-4-31b-it,Taking an action is a specific type of occurrence or event that happens in time.
LLMs4OL_SchemaOrg_SUB,event,surgicalprocedure,is_a,google/gemma-4-31b-it,"A surgical procedure is a specific type of event (an occurrence with a beginning and an end), meaning every instance of a surgical procedure is also an instance of an event."
LLMs4OL_SchemaOrg_SUB,event,therapeuticprocedure,is_a,google/gemma-4-31b-it,"A therapeutic procedure is a specific type of event (an occurrence with a beginning and an end), meaning every instance of a therapeutic procedure is also an instance of an event."
LLMs4OL_SchemaOrg_SUB,event,tieaction,is_a,google/gemma-4-31b-it,"A 'tieaction' (an action that results in a tie) is a specific type of 'event', as all actions are events."
LLMs4OL_SchemaOrg_SUB,event,consumeaction,is_a,google/gemma-4-31b-it,"A consumption action is a specific type of event (an occurrence in time and space), meaning every instance of a consumeaction is also an instance of an event."
LLMs4OL_SchemaOrg_SUB,event,allocateaction,is_a,google/gemma-4-31b-it,"An action (specifically an allocation action) is a type of event in most ontological frameworks, as an event is a general occurrence and an action is a purposeful event."
LLMs4OL_SchemaOrg_SUB,event,achieveaction,is_a,google/gemma-4-31b-it,"An action that achieves a goal is a specific type of event, as all actions are events."
LLMs4OL_SchemaOrg_SUB,event,action,is_a,google/gemma-4-31b-it,"An action is a specific type of event characterized by intentionality or agency, meaning every action is necessarily an event."
LLMs4OL_SchemaOrg_SUB,event,medicalprocedure,is_a,google/gemma-4-31b-it,"A medical procedure is a specific type of event (an occurrence with a beginning and an end), meaning every instance of a medical procedure is also an instance of an event."
LLMs4OL_SchemaOrg_SUB,event,organizeaction,other_related,google/gemma-4-31b-it,"Organizing an action is a process that leads to or manages an event, but the act of organizing is not a type of event itself."
LLMs4OL_SchemaOrg_SUB,event,createaction,is_a,google/gemma-4-31b-it,"A create action is a specific type of event (an occurrence in time), meaning every instance of a create action is necessarily an instance of an event."
LLMs4OL_SchemaOrg_SUB,event,findaction,is_a,google/gemma-4-31b-it,"A 'findaction' (the act of searching or finding) is a specific type of 'event' (a thing that happens), meaning every instance of a findaction is necessarily an instance of an event."
LLMs4OL_SchemaOrg_SUB,event,eataction,is_a,google/gemma-4-31b-it,"An eating action is a specific type of event (an occurrence in time and space), meaning every instance of an eating action is also an instance of an event."
LLMs4OL_SchemaOrg_SUB,event,transferaction,is_a,google/gemma-4-31b-it,"A transfer action is a specific type of event, as any occurrence of transferring something is by definition an event."
LLMs4OL_SchemaOrg_SUB,event,assignaction,is_a,google/gemma-4-31b-it,"An 'assignaction' (the act of assigning) is a specific type of 'event' (something that happens), as all actions are events."
LLMs4OL_SchemaOrg_SUB,event,cookaction,is_a,google/gemma-4-31b-it,"A cooking action is a specific type of event (an occurrence in time and space), meaning every instance of a cookaction is also an instance of an event."
LLMs4OL_SchemaOrg_SUB,event,conversation,is_a,google/gemma-4-31b-it,"A conversation is a specific type of event (a social occurrence that happens at a particular time and place), meaning every conversation is an instance of an event."
LLMs4OL_SchemaOrg_SUB,product,ticket,is_a,google/gemma-4-31b-it,"A ticket is a type of product (specifically an intangible one) sold to a customer, meaning every ticket is a product."
LLMs4OL_SchemaOrg_SUB,product,sheetmusic,is_a,google/gemma-4-31b-it,"Sheet music is a type of product that can be bought and sold, meaning every instance of sheet music is also an instance of a product."
LLMs4OL_SchemaOrg_SUB,product,game,is_a,google/gemma-4-31b-it,"A game (whether physical or digital) is a type of product that can be bought and sold, fitting the definition of proper subsumption."
LLMs4OL_SchemaOrg_SUB,product,sculpture,other_related,google/gemma-4-31b-it,"While a sculpture can be sold as a product, not every sculpture is a product (some are purely artistic expressions or public monuments), and the primary nature of a sculpture is a creative work rather than a commercial commodity."
LLMs4OL_SchemaOrg_SUB,datatype,medicalcode,is_a,google/gemma-4-31b-it,"A medical code is a specific type of data representation or format, making it a kind of datatype."
LLMs4OL_SchemaOrg_SUB,collection,itemlist,is_a,google/gemma-4-31b-it,"An item list is a specific type of collection used to organize items, meaning every item list is a collection."
LLMs4OL_SchemaOrg_SUB,collection,creativeworkseries,other_related,google/gemma-4-31b-it,"A creative work series is a sequence of related works, whereas a collection is a grouping of works; while similar, a series is not a type of collection, but rather a specific way of organizing works that may be collected."
LLMs4OL_SchemaOrg_SUB,collection,movieseries,is_a,google/gemma-4-31b-it,A movie series is a specific type of collection of related creative works.
LLMs4OL_SchemaOrg_SUB,collection,radioseries,other_related,google/gemma-4-31b-it,"A radio series is a specific type of creative work organized as a sequence, whereas a collection is a grouping of items; while a series can be collected, it is not a taxonomic subtype of a collection."
LLMs4OL_SchemaOrg_SUB,collection,comicseries,part_of,google/gemma-4-31b-it,"A comic series is not a type of collection, but rather a series of issues that can be gathered into a collection (such as a trade paperback or omnibus)."
LLMs4OL_SchemaOrg_SUB,collection,series,is_a,google/gemma-4-31b-it,"A series is a specific type of collection (a group of related items), meaning every series is by definition a collection."
LLMs4OL_MatOnto_SUB,derivedunit,unit raised to power of three,is_a,google/gemma-4-31b-it,"A unit raised to the power of three (such as a cubic meter) is a specific type of derived unit, as it is formed by combining base units through multiplication."
LLMs4OL_MatOnto_SUB,continuant,molybdenum,is_a,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a 'continuant' is an entity that persists through time, and since molybdenum (as a chemical element/substance) is a type of material entity, it is by definition a continuant."
LLMs4OL_MatOnto_SUB,continuant,fullerene,is_a,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a continuant is an entity that persists through time, and since a fullerene is a physical object (a carbon allotrope), it is a type of continuant."
LLMs4OL_MatOnto_SUB,chemical class,ion,is_a,google/gemma-4-31b-it,"An ion is a specific type of chemical class (a category of chemical species), meaning every instance of an ion is necessarily an instance of a chemical class."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",scandium,is_a,google/gemma-4-31b-it,"Scandium is a chemical element, and since elements are types of matter/substances that are independent continuants in ontological frameworks (like BFO), every instance of scandium is an instance of an independent continuant."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",moleculecomponentcount,attribute_of,google/gemma-4-31b-it,"A 'moleculecomponentcount' is a measurement or quality (a dependent continuant) that describes a property of a molecule, whereas an 'independent_continuant' is a standalone entity (like an atom or object); therefore, the count is an attribute of the entity it measures."
LLMs4OL_MatOnto_SUB,chemical class,anion,is_a,google/gemma-4-31b-it,"An anion is a type of ion, and an ion is a type of chemical class, meaning every instance of an anion is necessarily an instance of a chemical class."
LLMs4OL_MatOnto_SUB,intensive property,wavenumber,is_a,google/gemma-4-31b-it,"Wavenumber is a physical quantity that does not depend on the size or amount of the system it describes, making it a type of intensive property."
LLMs4OL_MatOnto_SUB,chemical class,p-block element,attribute_of,google/gemma-4-31b-it,"A 'p-block element' is a specific type of chemical element, and while it belongs to a chemical category, 'chemical class' (defined here as a quality or dependent continuant) refers to a property or classification rather than the physical substance itself."
LLMs4OL_MatOnto_SUB,continuant,ion,is_a,google/gemma-4-31b-it,"In the context of formal ontologies (like BFO), a 'continuant' is an entity that persists through time, and an 'ion' (a type of atom or molecule) is a physical entity that fits this definition."
LLMs4OL_MatOnto_SUB,derivedunit,unit raised to power,is_a,google/gemma-4-31b-it,"A unit raised to a power (such as $\text{m}^2$ or $\text{s}^{-1}$) is a specific type of derived unit, as it is formed by combining base units through mathematical operations."
LLMs4OL_MatOnto_SUB,continuant,chaoite,is_a,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a 'continuant' is an entity that persists through time (such as an object or a material), and since 'chaoite' is a mineral/carbon allotrope (a physical object), it is a type of continuant."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",anion,is_a,google/gemma-4-31b-it,"An anion is a type of ion, and since ions are physical entities that exist independently in space and time, they are categorized as independent continuants."
LLMs4OL_MatOnto_SUB,derivedunit,electromagnetic radiation unit,is_a,google/gemma-4-31b-it,"An electromagnetic radiation unit (such as the hertz or the photon energy unit) is a specific type of unit that is derived from base units, meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_MatOnto_SUB,unit,unit raised to power of negative one,is_a,google/gemma-4-31b-it,A unit raised to the power of negative one (such as $s^{-1}$ for frequency) is still a type of unit used for measurement.
LLMs4OL_MatOnto_SUB,derivedunit,linear density unit,is_a,google/gemma-4-31b-it,A linear density unit (such as kg/m) is a specific type of derived unit because it is created by combining base units of mass and length.
LLMs4OL_MatOnto_SUB,"chemical quality (chemical quality, molecularquality)",molar entropy,is_a,google/gemma-4-31b-it,"Molar entropy is a specific type of chemical quality (a measurable property of a chemical substance), meaning every instance of molar entropy is necessarily an instance of a chemical quality."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",promethium,is_a,google/gemma-4-31b-it,"Promethium is a chemical element, and in ontological frameworks like BFO, elements (and the atoms/substances they represent) are types of independent continuants."
LLMs4OL_MatOnto_SUB,intensive property,concentration,is_a,google/gemma-4-31b-it,Concentration is a specific type of intensive property because it is a physical property of a system that does not depend on the system's size or shape.
LLMs4OL_MatOnto_SUB,continuant,scandium,is_a,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a continuant is an entity that persists through time, and since scandium is a chemical element (a type of material entity), it is by definition a kind of continuant."
LLMs4OL_MatOnto_SUB,intensive property,density,is_a,google/gemma-4-31b-it,Density is a specific type of intensive property because it is a physical property of a system that does not depend on the system size or amount of material.
LLMs4OL_MatOnto_SUB,continuant,carbon allotrope,is_a,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a 'continuant' is an entity that persists through time, and since a 'carbon allotrope' (such as diamond or graphite) is a physical entity that persists through time, it is a type of continuant."
LLMs4OL_MatOnto_SUB,intensive property,velocity,is_a,google/gemma-4-31b-it,Velocity is a type of intensive property because its value does not depend on the amount of matter present in the system.
LLMs4OL_MatOnto_SUB,continuant,anion,is_a,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a continuant is an entity that persists through time, and since an anion is a physical entity (a type of ion), it is a kind of continuant."
LLMs4OL_MatOnto_SUB,intensive property,amount of substance concentration,is_a,google/gemma-4-31b-it,An amount of substance concentration is a specific type of intensive property because its value does not depend on the total amount of matter present in the system.
LLMs4OL_MatOnto_SUB,periodic table element,magnesium,is_a,google/gemma-4-31b-it,"Magnesium is a specific chemical element, and every instance of magnesium is an instance of a periodic table element."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",p-block element,is_a,google/gemma-4-31b-it,"A p-block element is a type of chemical element (which is a kind of atom/matter), and since atoms and objects are categorized as independent continuants in this ontology, every p-block element is necessarily an independent continuant."
LLMs4OL_MatOnto_SUB,derivedunit,moment of force unit,is_a,google/gemma-4-31b-it,A unit of moment of force (such as the Newton-meter) is a specific type of derived unit because it is defined in terms of base units.
LLMs4OL_MatOnto_SUB,identifier,chemical formula,is_a,google/gemma-4-31b-it,A chemical formula is a specific type of identifier used to represent the elemental composition of a substance.
LLMs4OL_MatOnto_SUB,unit,unit raised to power,is_a,google/gemma-4-31b-it,"A 'unit raised to power' (such as $\text{m}^2$) is a specific type of 'unit', as any instance of a unit raised to a power is still fundamentally a unit of measurement."
LLMs4OL_MatOnto_SUB,derivedunit,area density unit,is_a,google/gemma-4-31b-it,An area density unit (such as g/m²) is a specific type of derived unit because it is created by combining base units of mass and area.
LLMs4OL_MatOnto_SUB,material,element,is_a,google/gemma-4-31b-it,An element (such as gold or oxygen) is a specific type of material.
LLMs4OL_MatOnto_SUB,"chemical quality (chemical quality, molecularquality)",concentration,is_a,google/gemma-4-31b-it,"Concentration is a specific type of chemical quality (a measured property of a chemical substance), meaning every instance of concentration is necessarily an instance of a chemical quality."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",carbon allotrope,is_a,google/gemma-4-31b-it,"A carbon allotrope is a specific type of physical entity that exists independently in time and space, thus fitting the definition of an independent continuant."
LLMs4OL_MatOnto_SUB,material,p-block element,made_of,google/gemma-4-31b-it,"A p-block element is a type of chemical element, and chemical elements are the fundamental substances that constitute all materials."
LLMs4OL_MatOnto_SUB,material,mixture,is_a,google/gemma-4-31b-it,"A mixture is a specific type of material (a substance composed of two or more constituent materials), meaning every mixture is necessarily a material."
LLMs4OL_MatOnto_SUB,chemical class,fullerene,is_a,google/gemma-4-31b-it,"A fullerene is a specific type of chemical class (specifically a class of carbon allotropes), meaning every fullerene is by definition a member of a chemical class."
LLMs4OL_MatOnto_SUB,dependent_continuant,site,located_in,google/gemma-4-31b-it,"A 'site' (a specific location or region) is a spatial area within a larger entity, whereas a 'dependent continuant' is a quality or property that cannot exist without a bearer; therefore, a site is not a type of dependent continuant, but rather a location where such things may be found."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",xenon,is_a,google/gemma-4-31b-it,"Xenon is a chemical element, and as a physical entity that exists independently in time, it is a type of independent continuant."
LLMs4OL_MatOnto_SUB,material,darmstadtium,is_a,google/gemma-4-31b-it,"Darmstadtium is a chemical element, and all chemical elements are types of materials."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",radiation,attribute_of,google/gemma-4-31b-it,"Radiation is a phenomenon or quality (a dependent continuant) rather than a self-subsisting entity (an independent continuant), making it an attribute or property of the physical systems that emit it."
LLMs4OL_MatOnto_SUB,material,promethium,is_a,google/gemma-4-31b-it,"Promethium is a chemical element, and all chemical elements are types of materials."
LLMs4OL_MatOnto_SUB,derivedunit,density unit,is_a,google/gemma-4-31b-it,A density unit (such as $\text{kg/m}^3$) is a specific type of derived unit because it is defined by a combination of base units.
LLMs4OL_MatOnto_SUB,continuant,ceramic material,is_a,google/gemma-4-31b-it,"In formal ontologies (like BFO), a 'continuant' is an entity that persists through time, and since a 'ceramic material' is a type of material entity that persists, it is a subclass of continuant."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",imine,is_a,google/gemma-4-31b-it,"An imine is a type of organic compound, and since all organic compounds are physical entities that exist independently in time (independent continuants), every instance of an imine is also an instance of an independent continuant."
LLMs4OL_MatOnto_SUB,conduction unit,electric current unit,is_a,google/gemma-4-31b-it,"'Electric current' is a specific type of 'conduction' (the process of transporting charge), making a unit of electric current a specific type of unit used to measure conduction."
LLMs4OL_MatOnto_SUB,radiation unit,luminous flux unit,is_a,google/gemma-4-31b-it,"A luminous flux unit (such as the lumen) is a specific type of unit used to measure a form of electromagnetic radiation (visible light), making it a subset of radiation units."
LLMs4OL_MatOnto_SUB,intensive property,hardness range,other_related,google/gemma-4-31b-it,"A 'hardness range' is a specification or measurement interval of a property, not a type of intensive property itself."
LLMs4OL_MatOnto_SUB,continuant,magnesium,is_a,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a continuant is an entity that persists through time, and since magnesium (as a chemical element/substance) is a type of continuant, the subsumption holds."
LLMs4OL_MatOnto_SUB,material,magnesium,is_a,google/gemma-4-31b-it,"Magnesium is a type of chemical element that functions as a material, meaning every instance of magnesium is also an instance of a material."
LLMs4OL_MatOnto_SUB,derivedunit,luminous flux unit,is_a,google/gemma-4-31b-it,A luminous flux unit (such as the lumen) is a specific type of derived unit because it is defined in terms of other SI base units.
LLMs4OL_MatOnto_SUB,material,solution,is_a,google/gemma-4-31b-it,"A solution is a specific type of material (specifically a liquid mixture), meaning every instance of a solution is also an instance of a material."
LLMs4OL_MatOnto_SUB,material,carbon allotrope,is_a,google/gemma-4-31b-it,A carbon allotrope (such as diamond or graphite) is a specific type of material.
LLMs4OL_MatOnto_SUB,intensive property,permittivity,is_a,google/gemma-4-31b-it,Permittivity is a specific type of intensive property because its value does not depend on the amount of material present.
LLMs4OL_MatOnto_SUB,p-block element,promethium,unrelated,google/gemma-4-31b-it,"Promethium is a lanthanide and therefore an f-block element, not a p-block element."
LLMs4OL_MatOnto_SUB,count,moleculecomponentcount,is_a,google/gemma-4-31b-it,"A 'moleculecomponentcount' is a specific type of 'count' (specifically, a count of components within a molecule), meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",ion,is_a,google/gemma-4-31b-it,"An ion is a type of physical entity that exists independently in space and time, making it a subclass of independent continuant."
LLMs4OL_MatOnto_SUB,chemical class,organic group,part_of,google/gemma-4-31b-it,"An organic group (such as a methyl or hydroxyl group) is a structural component or a part of a chemical class (such as an alcohol or alkane), rather than a type of chemical class itself."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",fullerene,is_a,google/gemma-4-31b-it,"A fullerene is a type of carbon allotrope, and since carbon allotropes are physical objects (independent continuants), every instance of a fullerene is necessarily an instance of an independent continuant."
LLMs4OL_MatOnto_SUB,element,periodic table element,is_a,google/gemma-4-31b-it,"Every periodic table element is, by definition, a chemical element."
LLMs4OL_MatOnto_SUB,measured property,pauling electronegativity,is_a,google/gemma-4-31b-it,Pauling electronegativity is a specific type of measured property used to describe the tendency of a chemical element to attract a shared pair of electrons.
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",chaoite,is_a,google/gemma-4-31b-it,"Chaoite is a mineral (a carbon allotrope), and in Basic Formal Ontology (BFO), all physical objects/materials are types of independent continuants."
LLMs4OL_MatOnto_SUB,organic compound,fullerene,is_a,google/gemma-4-31b-it,"Fullerenes are molecules composed entirely of carbon, and by the broad chemical definition, carbon-based molecules are classified as organic compounds."
LLMs4OL_MatOnto_SUB,intensive property,"chemical quality (chemical quality, molecularquality)",is_a,google/gemma-4-31b-it,A chemical quality (such as acidity or reactivity) is a type of intensive property because it does not depend on the amount of substance present.
LLMs4OL_MatOnto_SUB,derivedunit,electric current unit,unrelated,google/gemma-4-31b-it,"The Ampere (the standard electric current unit) is a base unit, not a derived unit, meaning an electric current unit is not a kind of derived unit."
LLMs4OL_MatOnto_SUB,site,chiral center,part_of,google/gemma-4-31b-it,"A chiral center is a specific location or region within a molecule that possesses chirality, making it a part of the molecular site rather than a type of site."
LLMs4OL_MatOnto_SUB,material,xenon,is_a,google/gemma-4-31b-it,"Xenon is a chemical element, and all chemical elements are types of materials."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",molecular center,attribute_of,google/gemma-4-31b-it,"A 'molecular center' is a quality or property (as indicated by its placement under 'chemical quality' and 'dependent_continuant') that characterizes a physical entity, whereas an 'independent_continuant' is a standalone object; therefore, the center is an attribute of the object."
LLMs4OL_MatOnto_SUB,continuant,organic compound,is_a,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a continuant is an entity that persists through time, and since an organic compound is a type of material entity (which is a continuant), every organic compound is necessarily a continuant."
LLMs4OL_MatOnto_SUB,count,undefined stereo atom count,is_a,google/gemma-4-31b-it,"An 'undefined stereo atom count' is a specific type of 'count' (specifically one where the value is undefined), meaning every instance of the former is necessarily an instance of the latter."
LLMs4OL_MatOnto_SUB,material,scandium,is_a,google/gemma-4-31b-it,Scandium is a chemical element and therefore a type of material.
LLMs4OL_MatOnto_SUB,intensive property,surface tension,is_a,google/gemma-4-31b-it,"Surface tension is a physical property that does not depend on the amount of matter present, which is the defining characteristic of an intensive property."
LLMs4OL_MatOnto_SUB,measured property,hardness range,is_a,google/gemma-4-31b-it,"A 'hardness range' is a specific type of 'measured property' (specifically, a range of values for a property), meaning every instance of a hardness range is an instance of a measured property."
LLMs4OL_MatOnto_SUB,p-block element,magnesium,unrelated,google/gemma-4-31b-it,"Magnesium is an s-block element, not a p-block element, so it does not belong to that category."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",chiral center,attribute_of,google/gemma-4-31b-it,"A chiral center is a geometric property or quality of a molecular arrangement (a dependent continuant), not a standalone physical entity (an independent continuant)."
LLMs4OL_MatOnto_SUB,measured property,mulliken electronegativity,is_a,google/gemma-4-31b-it,"Mulliken electronegativity is a specific type of property that can be measured, making it a subclass of measured properties."
LLMs4OL_MatOnto_SUB,derivedunit,radiation unit,is_a,google/gemma-4-31b-it,A radiation unit (such as the Gray or Sievert) is a specific type of derived unit because it is defined in terms of other base SI units.
LLMs4OL_MatOnto_SUB,periodic table element,xenon,instance_of,google/gemma-4-31b-it,"Xenon is a specific chemical element, making it a unique individual instance of the class of periodic table elements."
LLMs4OL_MatOnto_SUB,intensive property,electronegativity,is_a,google/gemma-4-31b-it,Electronegativity is a specific type of intensive property because it is a physical property of a chemical element that does not depend on the amount of substance present.
LLMs4OL_MatOnto_SUB,intensive property,cyclicity,is_a,google/gemma-4-31b-it,Cyclicity (the property of being cyclic) is a specific type of intensive property because it is a characteristic of a substance or molecule that does not depend on the amount of matter present.
LLMs4OL_MatOnto_SUB,derivedunit,electric resistance unit,is_a,google/gemma-4-31b-it,An electric resistance unit (such as the ohm) is a specific type of derived unit because it is defined in terms of base units.
LLMs4OL_MatOnto_SUB,continuant,element,is_a,google/gemma-4-31b-it,"In ontology (such as BFO), a continuant is an entity that persists through time, and a chemical element is a type of material entity that persists, making it a subclass of continuant."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",organic compound,is_a,google/gemma-4-31b-it,"An organic compound is a type of physical entity that exists independently in time and space, making it a subclass of an independent continuant."
LLMs4OL_MatOnto_SUB,intensive property,mulliken electronegativity,is_a,google/gemma-4-31b-it,Mulliken electronegativity is a specific type of intensive property because it is a physical property of a chemical element that does not depend on the amount of substance present.
LLMs4OL_MatOnto_SUB,continuant,xenon,is_a,google/gemma-4-31b-it,"In Basic Formal Ontology (BFO), a 'continuant' is a high-level category for entities that persist through time, and since xenon (as a chemical element/type of matter) is a type of entity that persists, it is a subclass of continuant."
LLMs4OL_MatOnto_SUB,continuant,periodic table element,is_a,google/gemma-4-31b-it,"In formal ontology (such as BFO), a continuant is an entity that persists through time, and a periodic table element (as a chemical species or type of matter) is a kind of continuant."
LLMs4OL_MatOnto_SUB,intensive property,temperature,is_a,google/gemma-4-31b-it,Temperature is a specific type of intensive property because its value does not depend on the amount of matter present in a system.
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",ceramic material,is_a,google/gemma-4-31b-it,"A ceramic material is a type of material, and since materials are physical entities that exist independently in time and space, they are a subclass of independent continuants."
LLMs4OL_MatOnto_SUB,continuant,material,is_a,google/gemma-4-31b-it,"In formal ontology (such as BFO), a continuant is an entity that persists through time, and a material is a type of continuant."
LLMs4OL_MatOnto_SUB,"independent_continuant (independent_continuant, object)",magnesium,is_a,google/gemma-4-31b-it,"Magnesium is a chemical element, and since elements (and the atoms/substances they comprise) are types of independent continuants in ontological frameworks like BFO, every instance of magnesium is an instance of an independent continuant."
LLMs4OL_MatOnto_SUB,organic group,imine,has_part,google/gemma-4-31b-it,"An imine is a type of organic compound, but the ""imine group"" (the functional group) is a kind of organic group; since 'imine' here refers to the chemical species/compound, it is not a subclass of a functional group, but rather contains one."
LLMs4OL_MatOnto_SUB,unit,unit raised to power of three,is_a,google/gemma-4-31b-it,A 'unit raised to power of three' (such as a cubic meter) is a specific type of 'unit' used for measurement.
LLMs4OL_MatOnto_SUB,radiation unit,electromagnetic radiation unit,is_a,google/gemma-4-31b-it,"Every unit used to measure electromagnetic radiation is, by definition, a unit used to measure radiation."
